cost,charging_points,pay_at_location,is_operational,latitude,longitude,operator,connection_type,Address
55c/kWh,2,false,true,-27.12395187,152.9763902,BP Pulse (AU),CHAdeMO,"BP Caboolture North Travel Centre, Bruce Highway, Burpengary East, Morayfield, Greater Brisbane, City of Moreton Bay, Queensland, 4506, Australia"
$0.30/kWh,1,false,true,-23.55413031,145.2872995,Queensland Electric Super Highway,CCS (Type 2),"Elm Street, Barcaldine, Barcaldine Regional, Queensland, Australia"
$0.30/kWh,1,false,true,-24.42389008,145.4619167,Queensland Electric Super Highway,CCS (Type 2),"Shamrock Street, Blackall, Blackall Tambo Regional, Queensland, Australia"
$0.30/kWh,1,false,true,-26.41429531,146.2410204,Queensland Electric Super Highway,CCS (Type 2),"Cypress Street, Charleville, Murweh Shire, Queensland, Australia"
Payment Required Charge to cover the cost of the electricity,4,false,true,-32.48044078,137.7496148,(Unknown Operator),Type 2 (Tethered Connector) ,"Standpipe Golf Motor Inn, Eyre Highway, Port Augusta West, Port Augusta City Council, South Australia, 5700, Australia"
Unknown,3,Unknown,true,-35.457039,138.35117,(Unknown Operator),Type 2 (Tethered Connector) ,"Main South Road, Yankalilla, The District Council of Yankalilla, South Australia, 5203, Australia"
Unknown,1,false,true,-35.78733355,137.7713531,(Unknown Operator),Type 1 (J1772),"American River Campground, Tangara Drive, American River, Kangaroo Island Council, South Australia, 5221, Australia"
"Payment Required $2.80/hr, Min $4.20, Max $16.85",6,false,true,-35.70877012,137.5232592,(Unknown Operator),Type 1 (J1772),"Kingscote Airport, Playford Highway, Kangaroo Island Council, South Australia, Australia"
Unknown,1,Unknown,true,-35.017566,137.609652,(Unknown Operator),Type 2 (Tethered Connector) ,"Yorketown Playground, Stansbury Road, Yorketown, Yorke Peninsula Council, South Australia, 5576, Australia"
Unknown,1,false,true,-32.48888057,137.7628324,(Unknown Operator),Type 2 (Tethered Connector) ,"Majestic Oasis Apartments, Yuda Street, Port Augusta, Port Augusta City Council, South Australia, 5700, Australia"
Payment Required,1,false,true,-35.245411,136.977691,(Unknown Operator),Type 2 (Tethered Connector) ,"20, Willyama Drive, Marion Bay, Yorke Peninsula Council, South Australia, 5575, Australia"
Unknown,2,Unknown,true,-34.767943,137.597571,(Unknown Operator),Type 2 (Tethered Connector) ,"Harry Butler Red Devil Memorial, Maitalnd Road, Minlaton, Yorke Peninsula Council, South Australia, 5575, Australia"
Unknown,1,false,true,-34.778476,137.863902,(Unknown Operator),Type 2 (Tethered Connector) ,"Port Vincent Foreshore Caravan Park, 12, Marine Parade, Port Vincent, Yorke Peninsula Council, South Australia, 5581, Australia"
Unknown,1,Unknown,true,-34.422616,137.916796,(Unknown Operator),Type 2 (Tethered Connector) ,"Tesla Destination Charger, First Street, Ardrossan, Yorke Peninsula Council, South Australia, 5571, Australia"
$0.32/kWh,1,false,true,-37.172487,139.75975,EO Charging,Type 2 (Socket Only),"Flint Street, Robe, District Council of Robe, South Australia, 5276, Australia"
Payment Required $0.45 per kWh,1,Unknown,true,-38.30823,145.191932,Evie,CCS (Type 2),"34, King Street, Hastings, Melbourne, Shire of Mornington Peninsula, Victoria, 3915, Australia"
Unknown,2,Unknown,false,-38.368575,144.905885,(Unknown Operator),Unknown,"2, Dunsmuir Drive, Rosebud, Melbourne, Shire of Mornington Peninsula, Victoria, 3939, Australia"
"0.40/kWh + While parked, not charging: 4.00/hr after 60 mins",2,false,true,-38.338743,144.7371356,Evie,CCS (Type 2),"Morce Avenue, Sorrento, Melbourne, Shire of Mornington Peninsula, Victoria, 3943, Australia"
Payment Required $0.25 per kWh (at all times),3,false,true,-38.24661134,144.5400564,Chargefox,CCS (Type 2),"Kingston Village Shopping Centre, Coastal Boulevard, Ocean Grove, City of Greater Geelong, Victoria, 3226, Australia"
$0.45 per kWh,2,false,true,-38.19749674,144.3210374,Chargefox,CCS (Type 2),"Leisurelink Aquatic & Recreation Centre, Colac Road, Highton, Geelong, City of Greater Geelong, Victoria, 3216, Australia"
Payment Required $0.40 per kWh parking overstay charges may apply.,1,false,true,-36.74044692,143.9001132,Evie,CHAdeMO,"38, Burke Street, Newbridge, Shire of Loddon, Victoria, 3551, Australia"
Payment Required $0.40 per kWh parking overstay charges may apply.,2,false,true,-37.05084685,143.7414889,Evie,CCS (Type 2),"Charging the Regions, Carrisbrook Settlers Trail, Maryborough, Shire of Central Goldfields, Victoria, 3465, Australia"
Payment Required $0.40 per kWh parking overstay charges may apply.,1,false,true,-37.246931,144.452169,Evie,CCS (Type 2),"1A, Hutton Street, Kyneton, Shire of Macedon Ranges, Victoria, 3444, Australia"
Payment Required $0.35 per kWh (at all times),1,false,true,-37.342963,144.142175,Chargefox,CCS (Type 2),"76, Vincent Street, Daylesford, Shire of Hepburn, Victoria, 3460, Australia"
"Payment Required, Discount for NRMA/RACV members",7,false,true,-38.34015291,144.3110508,Chargefox,CCS (Type 2),"Torquay Golf Club, Carnarvon Avenue, Jan Juc, Surf Coast Shire, Victoria, 3228, Australia"
Payment Required $0.40/kWh,1,false,true,-37.036818,141.296757,Evie,CCS (Type 2),"Anzac Avenue, Edenhope, Shire of West Wimmera, Victoria, 3318, Australia"
$0.60 per kWh. Parking overstay charges may apply,2,false,true,-37.564139,143.934273,Evie,CHAdeMO,"9395, Western Highway, Warrenheip, Ballarat, City of Ballarat, Victoria, 3352, Australia"
Unknown,10,false,true,-34.460098,138.987775,Chargefox,CHAdeMO,"Belvidere Road, Ebenezer, Nuriootpa, The Barossa Council, South Australia, 5355, Australia"
Unknown,14,false,false,-34.99987618,138.591603,(Unknown Operator),CCS (Type 2),"Sarnia Lane, Pasadena, Adelaide, City of Mitcham, South Australia, 5042, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.44 per kWh after 7kW. Need the JOLT app,1,false,true,-34.89565914,138.641422,Jolt,CHAdeMO,"Payneham Road, Payneham, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5070, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.44 per kWh after 7kW. Need the JOLT app,1,false,true,-34.89717692,138.6385726,Jolt,CHAdeMO,"Payneham Road, Payneham, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5070, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.42 per kWh after 7kW. Need the JOLT app,1,false,true,-34.91105196,138.6288414,Jolt,CHAdeMO,"Nelson Street, Stepney, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5069, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.42 per kWh after 7kW. Need the JOLT app,1,false,true,-34.91597918,138.6315031,Jolt,CHAdeMO,"Stephen Street, Norwood, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5067, Australia"
50c per kWh energy consumed,2,false,true,-34.92007383,138.6356244,Evie,CCS (Type 2),"Webbe Street, Norwood, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5067, Australia"
Unknown,1,false,true,-34.89001666,138.6543937,Jolt,CCS (Type 2),"Payneham Road, Felixstow, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5070, Australia"
50c per kWh energy consumed.,2,false,true,-34.88922848,138.6555789,Evie,CHAdeMO,"Lower North East Road, Felixstow, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5070, Australia"
"0.45/kWh + While parked, not charging: 4.00/hr after 60 mins",1,false,true,-36.37766579,141.2382138,Evie,CCS (Type 2),"Madden Street North, Kaniva, Shire of West Wimmera, Victoria, 3419, Australia"
65c per kWh energy consumed.,2,false,true,-34.75909504,138.5955263,Evie,CHAdeMO,"Liberator Drive, Paralowie, Adelaide, City of Salisbury, South Australia, 5108, Australia"
Free,1,Unknown,true,-37.82495082,144.6818834,Chargefox,CCS (Type 2),"52, Polly Parade, Emerald Park, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia"
$0.69/kWh,2,Unknown,true,-35.34916692,149.0851371,(Unknown Operator),CCS (Type 2),"John McGrath Kia, Magnet Court, Phillip, District of Woden Valley, Australian Capital Territory, 2606, Australia"
$0.30/kWh,1,false,true,-22.38702913,143.0314724,Queensland Electric Super Highway,CCS (Type 2),"Vindex Street, Opalton, Winton, Winton Shire, Queensland, Australia"
Unknown,2,false,true,-34.95949042,117.3662113,(Business Owner at Location),Type I (AS 3112),"Shire of Denmark, 953, South Coast Highway, Scotsdale, Denmark, Shire Of Denmark, Western Australia, 6333, Australia"
0,1,Unknown,true,-34.95943239,117.3652619,(Business Owner at Location),Type I (AS 3112),"Shire of Denmark, 953, South Coast Highway, Scotsdale, Denmark, Shire Of Denmark, Western Australia, 6333, Australia"
DC - $0.60 per kWh (at all times) AC - $0.35 per kWh (at all times),2,false,true,-34.2410079,116.1473017,Chargefox,CCS (Type 2),"Johnson Crescent, Manjimup, Shire Of Manjimup, Western Australia, 6258, Australia"
Unknown,2,false,true,-34.97568634,116.7320012,EV Highway (Horizon Power),CCS (Type 2),"South Western Highway, Walpole, Shire Of Manjimup, Western Australia, 6398, Australia"
$0.30/kWh,1,false,true,-20.70476029,140.508161,Queensland Electric Super Highway,CCS (Type 2),"King Street, Cloncurry, Cloncurry Shire, Queensland, Australia"
$0.30/kWh,1,false,true,-23.44175714,144.2476667,Queensland Electric Super Highway,CCS (Type 2),"Crow Lane, Longreach, Longreach Regional, Queensland, Australia"
$0.30/kWh,1,false,true,-20.84258159,144.1999692,Queensland Electric Super Highway,CCS (Type 2),"Brodie Street, Hughenden, Flinders Shire, Queensland, Australia"
$0.30/kWh,1,false,true,-20.06574729,146.2614358,Queensland Electric Super Highway,CCS (Type 2),"Gordon Street, Richmond Hill, Charters Towers, Charters Towers Regional, Queensland, 4820, Australia"
$0.60 per kWh,1,Unknown,true,-31.63837811,115.6942989,Chargefox,CCS (Type 2),"Marmion Avenue, Butler, City of Wanneroo, Western Australia, 6041, Australia"
FREE,2,false,true,-35.70905218,150.1730602,NRMA,CHAdeMO,"Beach Road, Batemans Bay, Eurobodalla Shire Council, New South Wales, 2536, Australia"
pay parking,1,Unknown,true,-35.32072069,149.0970239,(Unknown Operator),Type I (AS 3112),"Napier Close, Deakin, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia"
$0.50/kWh Parking is $10.40 per night for Vibe Hotel guests,2,false,true,-35.30924389,149.1877257,Evie,CCS (Type 2),"Rogan Street, Canberra, Australian Capital Territory, 2609, Australia"
DC Charging $0.60 per kWh at all times.,2,Unknown,true,-35.02817641,117.8807717,WA EV Network (AU),CCS (Type 2),"WA EV Network - Albany, Residency Road, Albany, City Of Albany, Western Australia, 6330, Australia"
69c / KwH,6,false,true,-35.02798743,117.8806397,Tesla (Tesla-only charging),CCS (Type 2),"Tesla Supercharger, Festing Street, Albany, City Of Albany, Western Australia, 6330, Australia"
Free,4,Unknown,true,-33.78758418,150.8542683,(Unknown Operator),Type 2 (Socket Only),"Rooty Hill Road South, Eastern Creek, Sydney, Blacktown City Council, New South Wales, 2766, Australia"
$0.00,2,false,true,-32.04133322,115.7626909,(Unknown Operator),Type 2 (Socket Only),"Council Place, East Fremantle, Town of East Fremantle, Western Australia, 6158, Australia"
$0.23/kWh,4,false,true,-36.17927,146.947538,GET Electric (AU),Type 2 (Tethered Connector) ,"34, Verbena Street, Baranduda Grove Estate, Baranduda, City of Wodonga, Victoria, 3691, Australia"
$0.31/kWh,6,false,true,-37.69718697,145.4078251,(Unknown Operator),Type 2 (Socket Only),"11-11A, St. Huberts Road, Coldstream, Melbourne, Shire of Yarra Ranges, Victoria, 3770, Australia"
$0.31/kWh,8,false,true,-37.82136227,144.9514806,GET Electric (AU),Type 2 (Tethered Connector) ,"Village Street, Batman's Hill, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
$0.24/kWh,6,false,true,-37.83334808,144.9200497,GET Electric (AU),Type 2 (Socket Only),"Xpeng, 327, Plummer Street, Garden City, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia"
Unknown,1,Unknown,true,-33.86005133,121.8935609,(Unknown Operator),IEC 60309 5-pin,"James Street, Esperance, Shire Of Esperance, Western Australia, Australia"
See reception for details,1,Unknown,true,-33.85818474,121.8956987,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,"Comfort Inn, The Esplanade, Esperance, Shire Of Esperance, Western Australia, Australia"
See reception for details,1,Unknown,true,-33.85897266,121.8956527,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,"Comfort Inn, The Esplanade, Esperance, Shire Of Esperance, Western Australia, Australia"
$0.68 per kWh,3,false,false,-32.55756152,115.7871276,Tesla (Tesla-only charging),CCS (Type 2),"Pinjarra Road, Shire of Murray, Western Australia, Australia"
"$0.60 per kWh DC, $0.35 per kWh AC",3,Unknown,true,-33.83760544,117.1577418,EV Highway (Horizon Power),CCS (Type 2),"Benn Parade, Kojonup, Shire Of Kojonup, Western Australia, 6395, Australia"
"$0.60 per kWh fast DC, $0.35 per kWh slow AC.",2,false,true,-32.19598191,121.7805947,EV Highway (Horizon Power),CCS (Type 2),"Norseman Rest Area, Roberts Street, Norseman, Shire Of Dundas, Western Australia, Australia"
$0.35-$0.60c/kWh,3,false,true,-30.95427735,121.1611516,EV Highway (Horizon Power),CCS (Type 2),"Coolgardie Shire Offices and Library, Bayley Street, Coolgardie, Shire Of Coolgardie, Western Australia, 6429, Australia"
Unknown,2,false,false,-31.65218829,116.6719223,EV Highway (Horizon Power),CCS (Type 2),"Grey Street, Northam, Shire Of Northam, Western Australia, 6401, Australia"
"$0.60 per kWh high power DC, $0.35 per kWh low power AC.",2,false,true,-18.22488086,127.6676972,EV Highway (Horizon Power),CCS (Type 2),"Hall Street, Halls Creek, Shire of Halls Creek, Western Australia, 6770, Australia"
Unknown,2,false,false,-18.17857664,125.5681912,EV Highway (Horizon Power),CCS (Type 2),"Guwardi Ngadu, 565, Forrest Road, Junjuwa, Fitzroy Crossing, Shire Of Derby-West Kimberley, Western Australia, 6765, Australia"
Unknown,2,false,true,-17.30523376,123.630758,EV Highway (Horizon Power),CCS (Type 2),"Clarendon Street, Karmulinunga, Derby, Shire Of Derby-West Kimberley, Western Australia, Australia"
DC Charging - $0.60 per kWh at all times,2,Unknown,true,-28.3518007,114.6308189,EV Highway (Horizon Power),CCS (Type 2),"Northampton Visitor Centre, Lot 121, Hampton Road, Northampton, Shire of Northampton, Western Australia, Australia"
"$0.60 per Kwh for DC, $0.35 per Kwh for AC",3,false,true,-27.70918863,114.166887,EV Highway (Horizon Power),CCS (Type 2),"Grey Street, Kalbarri, Shire of Northampton, Western Australia, Australia"
Unknown,3,false,true,-30.30273755,115.042379,Chargefox,CCS (Type 2),"Caltex, 131, Indian Ocean Drive, Jurien Bay, Shire Of Dandaragan, Western Australia, 6516, Australia"
Unknown,3,Unknown,true,-31.02060826,115.3325039,Chargefox,CCS (Type 2),"Rock Way, Lancelin, Shire Of Gingin, Western Australia, 6044, Australia"
Unknown,4,false,true,-33.85997275,121.8935147,EV Highway (Horizon Power),CCS (Type 2),"James Street, Esperance, Shire Of Esperance, Western Australia, Australia"
DC Charging $0.60 per kWh at all times. ,2,Unknown,true,-28.7763052,114.6037302,EV Highway (Horizon Power),CCS (Type 2),"Marine Terrace, Geraldton, City Of Greater Geraldton, Western Australia, 6531, Australia"
"Fast DC charging $0.60 per kWh, slow AC charging $0.35 per kWh (at all times).",2,false,true,-31.23361757,119.328694,EV Highway (Horizon Power),CCS (Type 2),"Orion Street, Southern Cross, Shire Of Yilgarn, Western Australia, Australia"
Free,1,Unknown,true,-41.23530922,146.4083866,(Business Owner at Location),Type 2 (Socket Only),"BWS, 55-57, Gilbert Street, Latrobe, Tasmania, 7307, Australia"
$25 if not booking a room,1,true,true,-33.03453566,137.5625293,(Unknown Operator),Type 2 (Socket Only),"Alexander Motel, Halliday Street, Whyalla Playford, Whyalla, The Corporation of the City of Whyalla, South Australia, 5600, Australia"
Variable,1,Unknown,true,-32.71933273,134.8371009,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),"Barnes Street, Poochera, The District Council of Streaky Bay, South Australia, 5655, Australia"
Unknown,1,false,true,-32.80043229,134.2207066,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),"Redding Road, Streaky Bay, The District Council of Streaky Bay, South Australia, 5680, Australia"
"$25.00 per fill, $12.50 if staying overnight.",2,Unknown,true,-32.1229317,133.684728,(Unknown Operator),Type 2 (Tethered Connector) ,"Kerley Street, Ceduna, The District Council of Ceduna, South Australia, 5690, Australia"
$0.60 per kWh plus $10 service fee if not overnighting.,1,Unknown,true,-31.92499937,133.0104835,(Unknown Operator),Type I (AS 3112),"Penong Caravan Park, Roberts Road, Penong, Pastoral Unincorporated Area, South Australia, 5690, Australia"
Recently changed from free to AU$0.40 / kWh,2,false,true,-27.57796646,153.1128718,Chargefox,Type 2 (Socket Only),"Chargefox Charging Station, West Street, Rochedale, Greater Brisbane, Queensland, 4123, Australia"
Unknown,2,Unknown,true,-31.87648113,115.779539,(Unknown Operator),Type 2 (Tethered Connector) ,"Karrinyup Shopping Centre, Karrinyup Road, Karrinyup, City of Stirling, Western Australia, 6921, Australia"
$0.40,2,false,true,-31.87613703,115.7797783,Evie,CCS (Type 2),"Karrinyup Shopping Centre, Karrinyup Road, Karrinyup, City of Stirling, Western Australia, 6921, Australia"
$0.50 per kWh,2,false,true,-31.97389296,115.9081156,Chargefox,CCS (Type 2),"Bishopsgate Street, Kewdale, Lathlain, Town of Victoria Park, Western Australia, 6100, Australia"
"$0.00 from 10:00 to 14:00, $0.20 all other times. ",1,false,true,-31.86321279,115.8219952,Chargefox,Type 2 (Socket Only),"Balcatta Road, Balcatta, City of Stirling, Western Australia, 6021, Australia"
Free,5,false,true,-32.93024369,151.7607427,Chargefox,Type 2 (Socket Only),"Smith Street, Bank Corner, Newcastle West, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2302, Australia"
Free,4,false,true,-32.89183497,151.70195,Chargefox,Type 2 (Socket Only),"P4, Ring Road, Callaghan, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2308, Australia"
Free,4,false,true,-32.89552324,151.704151,Chargefox,Type 2 (Socket Only),"P6, Ring Road, Callaghan, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2308, Australia"
Unknown,2,Unknown,false,-31.90120546,116.1652445,(Unknown Operator),Type 2 (Socket Only),"Hartung Lane, Mundaring, Shire Of Mundaring, Western Australia, 6081, Australia"
$0.30/kWh,6,false,true,-27.82474805,153.2919767,Chargefox,CHAdeMO,"Bull Road, Pimpama, Gold Coast City, Queensland, 4209, Australia"
Unknown,2,false,true,-31.93550674,115.870768,Evie,CCS (Type 2),"Beaux Lane, Mount Lawley, City of Vincent, Western Australia, 6050, Australia"
$0.30 per kWh,1,false,true,-27.68211786,152.8997425,Queensland Electric Super Highway,CHAdeMO,"Yurika, David Henry Way, Springfield Central, Greater Brisbane, Queensland, 4300, Australia"
$0.30 per kWh,1,false,true,-27.55126293,152.3349432,Queensland Electric Super Highway,CHAdeMO,"University of Queensland Gatton Campus, Outer Ring Road, Lawes, Lockyer Valley Regional, Queensland, 4343, Australia"
 $0.30 per kWh,1,Unknown,true,-27.52000497,151.8493661,Queensland Electric Super Highway,CHAdeMO,"Yurika, 10810, Warrego Highway, Charlton, Toowoomba, Toowoomba Regional, Queensland, Australia"
0.30c/kWh,1,false,true,-37.95937216,145.0179475,Chargefox,CCS (Type 2),"Bayside Council Chambers Carpark, Royal Avenue, Sandringham, Melbourne, City of Bayside, Victoria, 3191, Australia"
Unknown,2,false,true,-33.90782668,151.1711454,Evie,CCS (Type 2),"Marrickville Metro, Smidmore Street, Marrickville, Inner West, Sydney, Inner West Council, New South Wales, 2204, Australia"
Free,2,Unknown,true,-32.05755507,115.7461756,Unknown,Type 2 (Tethered Connector) ,"Tesla Destination Charger, Marine Terrace, Fremantle, City of Fremantle, Western Australia, 6959, Australia"
$0.45 per kWh,2,false,true,-25.79404118,113.7174661,Chargefox,Type 2 (Socket Only),"Monkey Mia Road, Monkey Mia, Shire Of Shark Bay, Western Australia, Australia"
"First 7kWh free, then $0.46 per kWh thereafter. $5/hr idle time",1,false,true,-33.67610252,151.3038961,Jolt,CHAdeMO,"Park Street, Northern Beaches, Sydney, Northern Beaches Council, New South Wales, 2103, Australia"
$0.60 per kWh,2,false,true,-31.93780412,115.9331466,Ampol AmpCharge,CCS (Type 2),"Ampol Belmont, Great Eastern Highway, Belmont, City of Belmont, Western Australia, 6103, Australia"
0.4,2,true,true,-33.961219,151.065897,Jolt,CCS (Type 2),"Boundary Road, Peakhurst, St George, Sydney, Georges River Council, New South Wales, 2210, Australia"
Unknown,1,Unknown,true,-33.1398318,136.4192314,(Business Owner at Location),Three Phase 5-Pin (AS/NZ 3123),"High Street, Kimba, The District Council of Kimba, South Australia, 5641, Australia"
Unknown,4,Unknown,true,-32.05835828,115.746837,(Unknown Operator),Type 2 (Socket Only),"Marine Terrace, Fremantle, City of Fremantle, Western Australia, 6959, Australia"
FREE,1,false,true,-31.27869906,149.2791761,NRMA,CCS (Type 2),"Newell Highway, Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia"
60c / 54c for members,1,Unknown,true,-34.31187082,148.2950976,NRMA,CCS (Type 2),"Rogan Lane, Young, Hilltops Council, New South Wales, 2594, Australia"
60c / 54c for NRMA Members,1,Unknown,true,-32.5936344,149.5862056,NRMA,CCS (Type 2),"Perry Street, Mudgee, Mid-Western Regional Council, New South Wales, 2850, Australia"
FREE,1,false,true,-33.13740734,148.1726837,NRMA,CCS (Type 2),"Dalton Street, Parkes, Parkes Shire Council, New South Wales, 2870, Australia"
FREE,1,false,true,-32.24930689,148.6093408,NRMA,CCS (Type 2),"Western Plains Cultural Centre, 76, Wingewarra Street, Orana Heights, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia"
FREE,1,false,true,-33.2814095,149.1027868,NRMA,CCS (Type 2),"Lords Place, Bletchington, Orange, Orange City Council, New South Wales, 2800, Australia"
60c / 54c for NRMA Members,1,false,true,-33.41885926,149.5888508,NRMA,CCS (Type 2),"Alan Morse Park, Durham Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia"
Free,2,Unknown,true,-34.717002,138.6700881,(Unknown Operator),Type 2 (Socket Only),"Playford Boulevard, Elizabeth, Adelaide, City of Playford, South Australia, 5112, Australia"
$0.25 per kWh,2,false,true,-34.82513184,138.4864473,Chargefox,Type 2 (Socket Only),"Lady Gowrie Drive, Largs Bay, Adelaide, City of Port Adelaide Enfield, South Australia, 5016, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.85632287,138.5108515,(Unknown Operator),CHAdeMO,"Port Road, Queenstown, Adelaide, City of Port Adelaide Enfield, South Australia, 5014, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.85975658,138.5128693,(Unknown Operator),CHAdeMO,"Port Road, Queenstown, Adelaide, City of Port Adelaide Enfield, South Australia, 5014, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.8608859,138.5135749,(Unknown Operator),CHAdeMO,"Port Road, Alberton, Adelaide, City of Port Adelaide Enfield, South Australia, 5014, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.88273636,138.5382561,(Unknown Operator),CHAdeMO,"Curtis Street, Woodville South, Adelaide, City of Charles Sturt, South Australia, 5011, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.9025764,138.5680866,Jolt,CHAdeMO,"Port Road, Hindmarsh, Adelaide, City of Charles Sturt, South Australia, 5007, Australia"
"First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",2,false,true,-34.90604682,138.5733163,(Unknown Operator),CHAdeMO,"Port Road, Hindmarsh, Adelaide, City of Charles Sturt, South Australia, 5007, Australia"
Free 7kWh every 24 hrs - pay $0.42 per kWh after 7kWh. Need the Jolt app.,1,false,true,-34.9933011,138.556051,(Unknown Operator),CHAdeMO,"O'Halloran Terrace, Park Holme, Adelaide, City of Marion, South Australia, 5043, Australia"
"0.00/kWh for 0.0-7.0 kWhs + 0.42/kWh after 7.0 kWhs + While parked, not charging: 5.00/hr after 15 mins",1,false,true,-35.01730838,138.5496564,(Unknown Operator),CHAdeMO,"Finniss Street, Marion, Adelaide, City of Marion, South Australia, 5043, Australia"
$0.40 per kWh. Parking overstay charges may apply,2,false,true,-36.38020636,145.400229,Evie,CHAdeMO,"Fraser Street, Shepparton, City of Greater Shepparton, Victoria, 3630, Australia"
$0.40 per kWh. Parking overstay charges may apply,2,false,true,-36.39456921,145.3597133,Evie,CHAdeMO,"McLennan Street, Mooroopna, City of Greater Shepparton, Victoria, 3629, Australia"
"0.40/kWh + While parked, not charging: 4.00/hr after 60 mins",1,false,true,-37.51050054,145.1184079,Evie,CCS (Type 2),"Church Street, Whittlesea, Melbourne, City of Whittlesea, Victoria, 3757, Australia"
"Payment Required First 7kWh free, then $0.42 per kWh thereafter. One free 7kWh allowance per 24 hours. Jolt Electric Vehicle Charging app required to activate.",1,false,true,-34.87572489,138.6314689,Unknown,CHAdeMO,"Kirby Avenue, Klemzig, Adelaide, City of Port Adelaide Enfield, South Australia, 5087, Australia"
"Payment Required First 7kWh free, then $0.40 per kWh thereafter. $5/hr idle time",1,false,true,-34.87100118,138.6372202,Jolt,CHAdeMO,"North East Road, Greenacres, Adelaide, City of Port Adelaide Enfield, South Australia, 5086, Australia"
Unknown,1,false,true,-34.8792754,138.6734596,Jolt,CHAdeMO,"Newton Road, Campbelltown City Council, Adelaide, South Australia, 5074, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.42 per kWh after 7kW. Need the JOLT app,1,false,true,-34.88522639,138.6589639,Jolt,CHAdeMO,"Lower North East Road, Campbelltown City Council, Adelaide, South Australia, 5074, Australia"
"0.00/kWh for 0.0-7.0 kWhs + 0.42/kWh after 7.0 kWhs + While parked, not charging: 5.00/hr after 15 mins",1,false,true,-34.88844859,138.6729899,Jolt,CHAdeMO,"South Australian State Emergency Service, 141, Montacute Road, Campbelltown City Council, Adelaide, South Australia, 5074, Australia"
Payment Required Free 7kW every 24 hrs - pay $0.44 per kWh after 7kW. Need the JOLT app,1,false,true,-34.88767562,138.6889463,Jolt,CHAdeMO,"Montacute Road, Campbelltown City Council, Adelaide, South Australia, 5073, Australia"
65c per kWh energy consumed.,2,false,true,-35.24011,139.44043,Evie,CHAdeMO,"Princes Highway, Tailem Bend, Coorong District Council, South Australia, 5260, Australia"
$0.40/kWh (at all times),2,false,true,-35.12056444,139.2770552,Chargefox,CCS (Type 2),"Mary Terrace, Murray Bridge, The Rural City of Murray Bridge, South Australia, 5253, Australia"
Free,2,Unknown,true,-36.33276638,141.6497112,(Unknown Operator),Type 2 (Socket Only),"104-106, Nelson Street, Nhill, Shire of Hindmarsh, Victoria, 3418, Australia"
Free,3,Unknown,true,-33.95063254,115.0753751,Tesla (Tesla-only charging),Type 2 (Tethered Connector) ,"Townview Terrace, Margaret River, Shire Of Augusta Margaret River, Western Australia, 6285, Australia"
Supercharger rates,3,false,true,-33.95060809,115.0753545,Tesla (including non-tesla),CCS (Type 2),"Townview Terrace, Margaret River, Shire Of Augusta Margaret River, Western Australia, 6285, Australia"
Free,2,Unknown,true,-33.44593898,116.3023084,(Unknown Operator),Type 2 (Socket Only),"Muja Road, Muja Power Station, Muja, Shire Of Collie, Western Australia, Australia"
FREE,4,false,true,-34.84424981,150.5957048,Chargefox,Type 2 (Socket Only),"Cambewarra Road, Bomaderry, Shoalhaven City Council, New South Wales, 2541, Australia"
